iter	Passed	Remaining
1668	42377	8404
1669	42402	8378
1670	42428	8353
1671	42453	8328
1672	42480	8303
1673	42504	8277
1674	42530	8252
1675	42556	8226
1676	42579	8201
1677	42602	8175
1678	42628	8149
1679	42653	8124
1680	42677	8098
1681	42699	8072
1682	42727	8047
1683	42752	8022
1684	42778	7997
1685	42803	7971
1686	42827	7946
1687	42853	7920
1688	42877	7895
1689	42899	7869
1690	42931	7844
1691	42955	7819
1692	42980	7793
1693	43007	7768
1694	43031	7743
1695	43056	7717
1696	43081	7692
1697	43106	7666
1698	43131	7641
1699	43155	7615
1700	43180	7590
1701	43206	7564
1702	43229	7539
1703	43254	7513
1704	43279	7488
1705	43313	7464
1706	43347	7440
1707	43376	7415
1708	43402	7390
1709	43427	7364
1710	43452	7339
1711	43476	7313
1712	43500	7288
1713	43525	7262
1714	43552	7237
1715	43576	7211
1716	43600	7186
1717	43625	7160
1718	43651	7135
1719	43675	7109
1720	43700	7084
1721	43725	7058
1722	43750	7033
1723	43774	7008
1724	43797	6982
1725	43822	6956
1726	43848	6931
1727	43871	6905
1728	43897	6880
1729	43922	6854
1730	43947	6829
1731	43972	6804
1732	43997	6778
1733	44022	6753
1734	44046	6727
1735	44070	6701
1736	44095	6676
1737	44120	6651
1738	44144	6625
1739	44168	6599
1740	44194	6574
1741	44218	6549
1742	44244	6523
1743	44268	6498
1744	44294	6472
1745	44318	6447
1746	44343	6421
1747	44369	6396
1748	44393	6370
1749	44421	6345
1750	44446	6320
1751	44471	6295
1752	44496	6269
1753	44521	6244
1754	44552	6219
1755	44576	6194
1756	44600	6168
1757	44624	6142
1758	44649	6117
1759	44674	6092
1760	44699	6066
1761	44725	6041
1762	44749	6015
1763	44775	5990
1764	44801	5965
1765	44828	5939
1766	44852	5914
1767	44886	5890
1768	44908	5864
1769	44930	5838
1770	44957	5813
1771	44983	5787
1772	45012	5763
1773	45037	5737
1774	45061	5712
1775	45086	5686
1776	45111	5661
1777	45137	5635
1778	45161	5610
1779	45187	5584
1780	45212	5559
1781	45238	5534
1782	45264	5508
1783	45290	5483
1784	45316	5458
1785	45340	5432
1786	45364	5407
1787	45391	5381
1788	45416	5356
1789	45440	5330
1790	45465	5305
1791	45491	5280
1792	45518	5255
1793	45543	5229
1794	45568	5204
1795	45593	5178
1796	45616	5153
1797	45640	5127
1798	45666	5102
1799	45691	5076
1800	45716	5051
1801	45740	5025
1802	45764	5000
1803	45789	4974
1804	45816	4949
1805	45841	4924
1806	45867	4898
1807	45892	4873
1808	45916	4848
1809	45942	4822
1810	45968	4797
1811	45994	4772
1812	46018	4746
1813	46043	4721
1814	46064	4695
1815	46090	4669
1816	46115	4644
1817	46140	4619
1818	46164	4593
1819	46189	4568
1820	46215	4542
1821	46239	4517
1822	46264	4491
1823	46289	4466
1824	46315	4441
1825	46339	4415
1826	46364	4390
1827	46388	4364
1828	46411	4339
1829	46436	4313
1830	46461	4288
1831	46486	4262
1832	46512	4237
1833	46538	4212
1834	46562	4186
1835	46588	4161
1836	46612	4136
1837	46637	4110
1838	46663	4085
1839	46687	4059
1840	46712	4034
1841	46737	4009
1842	46763	3983
1843	46790	3958
1844	46815	3932
1845	46840	3907
1846	46864	3882
1847	46890	3856
1848	46915	3831
1849	46942	3806
1850	46967	3780
1851	46991	3755
1852	47017	3729
1853	47042	3704
1854	47068	3679
1855	47091	3653
1856	47116	3628
1857	47140	3602
1858	47165	3577
1859	47191	3552
1860	47217	3526
1861	47241	3501
1862	47266	3475
1863	47290	3450
1864	47316	3425
1865	47342	3399
1866	47368	3374
1867	47392	3348
1868	47416	3323
1869	47440	3297
1870	47464	3272
1871	47489	3247
1872	47514	3221
1873	47540	3196
1874	47565	3171
1875	47591	3145
1876	47619	3120
1877	47643	3095
1878	47667	3069
1879	47692	3044
1880	47717	3018
1881	47743	2993
1882	47768	2968
1883	47793	2942
1884	47817	2917
1885	47842	2891
1886	47866	2866
1887	47892	2841
1888	47918	2815
1889	47944	2790
1890	47969	2765
1891	47992	2739
1892	48018	2714
1893	48043	2688
1894	48069	2663
1895	48095	2638
1896	48117	2612
1897	48142	2587
1898	48169	2561
1899	48194	2536
1900	48220	2511
1901	48244	2485
1902	48266	2460
1903	48292	2434
1904	48316	2409
1905	48342	2384
1906	48363	2358
1907	48389	2333
1908	48412	2307
1909	48437	2282
1910	48462	2257
1911	48488	2231
1912	48520	2206
1913	48546	2181
1914	48578	2156
1915	48609	2131
1916	48646	2106
1917	48674	2080
1918	48706	2055
1919	48732	2030
1920	48759	2005
1921	48782	1979
1922	48807	1954
1923	48833	1928
1924	48854	1903
1925	48878	1877
1926	48905	1852
1927	48931	1827
1928	48956	1801
1929	48980	1776
1930	49004	1751
1931	49029	1725
1932	49054	1700
1933	49077	1674
1934	49102	1649
1935	49126	1624
1936	49151	1598
